0.06875,0
0.20625,0
0.34375,0
0.48125,0
0.61875,0
0.75625,0
0.89375,0
1.0312,0
1.1688,0
1.3062,0
1.4438,0
1.5812,0
1.7188,0
1.8563,0
1.9937,0
2.1313,0
2.2687,0
2.4062,0
2.5438,0
2.6812,0
2.8188,0
2.9562,3
3.0938,4
3.2313,6
3.3687,1
3.5063,0
3.6437,2
3.7812,1
3.9188,0
4.0563,127
4.1937,1820
4.3313,11060
4.4688,28901
4.6062,50396
4.7438,63836
4.8812,70097
5.0188,71361
5.1562,72513
5.2937,71701
5.4313,69777
5.5687,67206
5.7063,64011
5.8438,61316
5.9812,60033
6.1188,57790
6.2562,56041
6.3938,54810
6.5312,53997
6.6687,52245
6.8063,51483
6.9437,51385
7.0813,50506
7.2188,50117
7.3562,48979
7.4938,48819
7.6312,49181
7.7688,48448
7.9062,47824
8.0437,48630
8.1813,48512
8.3187,50503
8.4563,53696
8.5938,57156
8.7312,57165
8.8688,53446
9.0062,48211
9.1438,46400
9.2812,45227
9.4187,45329
9.5563,44695
9.6937,44246
9.8313,42322
9.9688,40629
10.106,40045
10.244,39801
10.381,40671
10.519,41854
10.656,43736
10.794,43838
10.931,41674
11.069,39668
11.206,38732
11.344,38937
11.481,39176
11.619,39890
11.756,40206
11.894,41216
12.031,42725
12.169,44550
12.306,47863
12.444,50671
12.581,51412
12.719,51325
12.856,50697
12.994,51617
13.131,54919
13.269,61051
13.406,71555
13.544,89055
13.681,1.0974e+05
13.819,1.2166e+05
13.956,1.2594e+05
14.094,1.2722e+05
14.231,1.3368e+05
14.369,1.4263e+05
14.506,1.5457e+05
14.644,1.6444e+05
14.781,1.7734e+05
14.919,1.969e+05
15.056,2.3095e+05
15.194,2.9445e+05
15.331,4.2207e+05
15.469,6.3318e+05
15.606,8.4986e+05
15.744,9.0053e+05
15.881,7.0444e+05
16.019,4.3136e+05
16.156,2.4894e+05
16.294,1.6722e+05
16.431,1.348e+05
16.569,1.1568e+05
16.706,1.0522e+05
16.844,1.0697e+05
16.981,1.168e+05
17.119,1.3568e+05
17.256,1.6292e+05
17.394,1.9626e+05
17.531,2.2775e+05
17.669,2.5271e+05
17.806,2.7719e+05
17.944,3.0878e+05
18.081,3.6119e+05
18.219,4.5592e+05
18.356,5.8011e+05
18.494,6.6679e+05
18.631,6.8307e+05
18.769,6.6923e+05
18.906,7.4217e+05
19.044,9.6827e+05
19.181,1.2546e+06
19.319,1.3453e+06
19.456,1.0958e+06
19.594,6.9524e+05
19.731,3.7534e+05
19.869,2.0662e+05
20.006,1.3536e+05
20.144,1.097e+05
20.281,1.002e+05
20.419,91183
20.556,82042
20.694,76995
20.831,76995
20.969,81615
21.106,89432
21.244,98825
21.381,1.121e+05
21.519,1.2819e+05
21.656,1.5148e+05
21.794,1.9685e+05
21.931,2.7293e+05
22.069,3.5795e+05
22.206,3.9467e+05
22.344,3.5194e+05
22.481,2.8371e+05
22.619,2.3247e+05
22.756,2.0138e+05
22.894,1.6767e+05
23.031,1.2598e+05
23.169,94460
23.306,79402
23.444,76330
23.581,73270
23.719,65640
23.856,61264
23.994,63239
24.131,73330
24.269,87497
24.406,93193
24.544,83932
24.681,65126
24.819,46924
24.956,36710
25.094,32551
25.231,32738
25.369,34528
25.506,37239
25.644,40897
25.781,45341
25.919,49721
26.056,54548
26.194,59205
26.331,63526
26.469,69264
26.606,77034
26.744,88193
26.881,1.0851e+05
27.019,1.4712e+05
27.156,2.1260e+05
27.294,2.9412e+05
27.431,3.4064e+05
27.569,3.0382e+05
27.706,2.0987e+05
27.844,1.2163e+05
27.981,69264
28.119,46019
28.256,37336
28.394,33580
28.531,32982
28.669,33065
28.806,33148
28.944,34359
29.081,34259
29.219,36534
29.356,42184
29.494,48061
29.631,48328
29.769,42038
29.906,32420
30.044,25628
30.181,22697
30.319,22166
30.456,21695
30.594,21984
30.731,23413
30.869,24863
31.006,26141
31.144,27474
31.281,29467
31.419,31225
31.556,34654
31.694,36823
31.831,39616
31.969,42165
32.106,44830
32.244,49237
32.381,55501
32.519,66763
32.656,84748
32.794,1.0885e+05
32.931,1.2727e+05
33.069,1.3045e+05
33.206,1.1529e+05
33.344,93000
33.481,76641
33.619,67569
33.756,68791
33.894,74689
34.031,85004
34.169,93770
34.306,93419
34.444,78804
34.581,58211
34.719,44016
34.856,36936
34.994,35100
35.131,35224
35.269,37141
35.406,39509
35.544,42360
35.681,45201
35.819,48149
35.956,50708
36.094,53653
36.231,58970
36.369,65930
36.506,78744
36.644,98996
36.781,1.3465e+05
36.919,1.8058e+05
37.056,2.1833e+05
37.194,2.1962e+05
37.331,1.808e+05
37.469,1.2255e+05
37.606,74705
37.744,45342
37.881,30765
38.019,24298
38.156,20834
38.294,18924
38.431,18324
38.569,17088
38.706,16752
38.844,16019
38.981,15794
39.119,15186
39.256,14341
39.394,13916
39.531,14573
39.669,14765
39.806,14681
39.944,14738
40.081,14746
40.219,14902
40.356,14608
40.494,13698
40.631,13762
40.769,13197
40.906,13409
