41.044,13226
41.181,13284
41.319,13299
41.456,13858
41.594,14191
41.731,14371
41.869,14132
42.006,13659
42.144,13962
42.281,14247
42.419,14418
42.556,14745
42.694,14975
42.831,15192
42.969,14608
43.106,14650
43.244,14979
43.381,15382
43.519,16403
43.656,17454
43.794,19196
43.931,19334
44.069,18472
44.206,16473
44.344,15426
44.481,14652
44.619,14799
44.756,15104
44.894,14736
45.031,15328
45.169,15514
45.306,15994
45.444,16315
45.581,16286
45.719,16423
45.856,16981
45.994,17234
46.131,17966
46.269,18351
46.406,18740
46.544,19329
46.681,20076
46.819,20703
46.956,21590
47.094,22408
47.231,22829
47.369,23788
47.506,24530
47.644,25381
47.781,26535
47.919,27477
48.056,28330
48.194,29637
48.331,30406
48.469,31896
48.606,33182
48.744,34309
48.881,35302
49.019,36486
49.156,37794
49.294,37222
49.431,38661
49.569,36085
49.706,36818
49.844,36223
49.981,35127
50.119,35858
50.256,35412
50.394,33844
50.531,33705
50.669,33136
50.806,33038
50.944,32779
51.081,32642
51.219,32868
51.356,32749
51.494,33163
51.631,33341
51.769,34150
51.906,33877
52.044,34894
52.181,35341
52.319,36193
52.456,36895
52.594,37663
52.731,38594
52.869,39140
53.006,40526
53.144,41534
53.281,42437
53.419,43773
53.556,45095
53.694,46223
53.831,47299
53.969,48305
54.106,49799
54.244,49868
54.381,51846
54.519,52578
54.656,53437
54.794,54877
54.931,55502
55.069,56596
55.206,58707
55.344,60715
55.481,62137
55.619,64638
55.756,65939
55.894,67218
56.031,69666
56.169,72849
56.306,76504
56.444,81749
56.581,88259
56.719,95695
56.856,1.0626e+05
56.994,1.2137e+05
57.131,1.4084e+05
57.269,1.6580e+05
57.406,1.9759e+05
57.544,2.359e+05
57.681,2.7817e+05
57.819,3.2311e+05
57.956,3.6772e+05
58.094,4.1167e+05
58.231,4.5948e+05
58.369,5.0961e+05
58.506,5.7191e+05
58.644,6.4735e+05
58.781,7.619e+05
58.919,9.501e+05
59.056,1.2884e+06
59.194,1.8323e+06
59.331,2.506e+06
59.469,3.0386e+06
59.606,2.8997e+06
59.744,2.2562e+06
59.881,1.4007e+06
60.019,7.3138e+05
60.156,3.4169e+05
60.294,1.6028e+05
60.431,77556
60.569,38801
60.706,19197
60.844,9008
60.981,3980
61.119,1822
61.256,812
61.394,474
61.531,221
61.669,228
61.806,175
61.944,153
62.081,137
62.219,118
62.356,96
62.494,96
62.631,82
62.769,87
62.906,96
63.044,72
63.181,68
63.319,96
63.456,89
63.594,90
63.731,75
63.869,57
64.006,74
64.144,65
64.281,69
64.419,65
64.556,70
64.694,69
64.831,64
64.969,67
65.106,71
65.244,58
65.381,65
65.519,63
65.656,66
65.794,87
65.931,75
66.069,90
66.206,103
66.344,88
66.481,88
66.619,123
66.756,124
66.894,137
67.031,157
67.169,121
67.306,114
67.444,101
67.581,99
67.719,85
67.856,92
67.994,83
68.131,85
68.269,107
68.406,95
68.544,112
68.681,123
68.819,140
68.956,183
69.094,208
69.231,236
69.369,238
69.506,193
69.644,149
69.781,127
69.919,111
70.056,102
70.194,86
70.331,75
70.469,68
70.606,74
70.744,80
70.881,100
71.019,82
71.156,90
71.294,81
71.431,95
71.569,88
71.706,100
71.844,112
71.981,104
72.119,121
72.256,93
72.394,93
72.531,124
72.669,95
72.806,89
72.944,91
73.081,83
73.219,92
73.356,99
73.494,99
73.631,115
73.769,88
73.906,117
74.044,129
74.181,132
74.319,159
74.456,120
74.594,134
74.731,115
74.869,138
75.006,128
75.144,129
75.281,106
75.419,119
75.556,108
75.694,83
75.831,86
75.969,82
76.106,91
76.244,77
76.381,83
76.519,85
76.656,73
76.794,68
76.931,80
77.069,68
77.206,80
77.344,63
77.481,69
77.619,61
77.756,66
77.894,71
78.031,79
78.169,66
78.306,82
78.444,65
78.581,63
78.719,80
78.856,87
78.994,94
79.131,77
79.269,91
79.406,83
79.544,91
79.681,64
79.819,71
79.956,63
80.094,65
80.231,64
80.369,50
80.506,43
80.644,59
80.781,65
80.919,67
81.056,65
81.194,63
81.331,65
81.469,58
81.606,49
81.744,50
81.881,54
82.019,56
82.156,54
82.294,58
82.431,66
82.569,54
82.706,74
82.844,77
82.981,49
83.119,68
83.256,65
83.394,61
83.531,70
83.669,55
83.806,60
83.944,75
84.081,67
84.219,76
84.356,56
84.494,63
84.631,48
84.769,62
84.906,88
85.044,80
85.181,73
85.319,73
85.456,51
85.594,59
85.731,63
85.869,57
86.006,75
86.144,61
86.281,64
86.419,45
86.556,73
86.694,54
86.831,46
86.969,71
87.106,53
87.244,59
87.381,59
87.519,74
87.656,51
87.794,64
87.931,58
88.069,74
88.206,58
88.344,47
88.481,53
88.619,66
88.756,61
88.894,58
89.031,60
89.169,42
89.306,61
89.444,47
89.581,57
89.719,52
89.856,38
89.994,58
90.131,68
90.269,51
90.406,50
90.544,61
90.681,61
90.819,56
90.956,64
91.094,59
91.231,48
91.369,58
91.506,70
91.644,55
91.781,52
91.919,51
92.056,69
92.194,67
92.331,56
92.469,70
92.606,62
92.744,59
92.881,60
93.019,69
93.156,62
93.294,77
93.431,68
93.569,68
93.706,74
93.844,60
93.981,94
94.119,79
94.256,91
94.394,80
94.531,96
94.669,132
94.806,118
94.944,143
95.081,156
95.219,170
95.356,183
95.494,224
95.631,241
95.769,232
95.906,281
96.044,279
96.181,298
96.319,366
96.456,387
96.594,473
96.731,507
96.869,595
97.006,740
97.144,890
97.281,1096
97.419,1205
97.556,1118
97.694,952
97.831,710
97.969,440
98.106,298
98.244,221
98.381,147
98.519,125
98.656,126
98.794,150
98.931,151
99.069,184
99.206,232
99.344,244
99.481,261
99.619,285
99.756,269
99.894,257
100.03,285
100.17,299
100.31,357
100.44,404
100.58,496
100.72,606
100.86,697
100.99,900
101.13,925
101.27,954
101.41,861
101.54,686
101.68,519
101.82,319
101.96,201
102.09,121
102.23,65
102.37,33
102.51,35
102.64,17
102.78,17
102.92,14
103.06,13
103.19,16
103.33,14
103.47,18
103.61,14
103.74,10
103.88,13
104.02,16
104.16,18
104.29,16
104.43,17
104.57,21
104.71,16
104.84,20
104.98,15
105.12,15
105.26,18
105.39,12
105.53,13
105.67,7
105.81,18
105.94,15
106.08,12
106.22,14
106.36,15
106.49,13
106.63,16
106.77,16
106.91,15
107.04,11
107.18,17
107.32,18
107.46,14
107.59,7
107.73,11
107.87,18
108.01,16
108.14,20
108.28,14
108.42,18
108.56,13
108.69,16
108.83,26
108.97,10
109.11,11
109.24,25
109.38,21
109.52,6
109.66,16
109.79,10
109.93,0
